,Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Year
110,111,Taywan Taylor,TEN,23,WR,13,5,56,37,66.10%,466,12.6,1,19,55,8.3,2.8,35.8,1,2018
111,112,Ryan Switzer,PIT,24,WR,16,1,44,36,81.80%,253,7.0,1,15,24,5.8,2.3,15.8,2,2018
112,113,Ian Thomas,CAR,22,TE,16,6,49,36,73.50%,333,9.3,2,20,31,6.8,2.3,20.8,0,2018
113,114,Javorius Allen,BAL,27,RB,14,0,43,35,81.40%,196,5.6,2,11,17,4.6,2.5,14.0,1,2018
114,115,Giovani Bernard,CIN,27,RB,12,4,48,35,72.90%,218,6.2,0,8,26,4.5,2.9,18.2,0,2018
115,116,Ryan Grant,IND,28,WR,14,10,52,35,67.30%,334,9.5,1,18,23,6.4,2.5,23.9,0,2018
116,117,Chris Hogan,NWE,31,WR,16,7,55,35,63.60%,532,15.2,3,26,63,9.7,2.2,33.3,0,2018
117,118,Marvin Jones,DET,28,WR,9,9,62,35,56.50%,508,14.5,5,27,39,8.2,3.9,56.4,0,2018
118,119,Phillip Lindsay*,DEN,24,RB,15,8,47,35,74.50%,241,6.9,1,12,29,5.1,2.3,16.1,0,2018
119,120,Laquon Treadwell,MIN,23,WR,15,7,53,35,66.00%,302,8.6,1,16,22,5.7,2.3,20.1,0,2018
120,121,Ben Watson,NOR,38,TE,16,4,46,35,76.10%,400,11.4,2,22,32,8.7,2.2,25.0,0,2018
121,122,Mark Andrews,BAL,22,TE,16,3,50,34,68.00%,552,16.2,3,29,74,11.0,2.1,34.5,0,2018
122,123,Mike Davis,SEA,25,RB,15,2,42,34,81.00%,214,6.3,1,10,18,5.1,2.3,14.3,0,2018
123,124,O.J. Howard,TAM,24,TE,10,8,48,34,70.80%,565,16.6,5,28,75,11.8,3.4,56.5,0,2018
124,125,LeSean McCoy,BUF,30,RB,14,13,46,34,73.90%,238,7.0,0,10,24,5.2,2.4,17.0,0,2018
125,126,Ricky Seals-Jones,ARI,23,TE,15,5,69,34,49.30%,343,10.1,1,14,40,5.0,2.3,22.9,0,2018
126,127,Gerald Everett,LAR,24,TE,16,0,50,33,66.00%,320,9.7,3,18,40,6.4,2.1,20.0,0,2018
127,128,Michael Gallup,DAL,22,WR,16,8,68,33,48.50%,507,15.4,2,26,49,7.5,2.1,31.7,0,2018
128,129,Dallas Goedert,PHI,23,TE,16,8,44,33,75.00%,334,10.1,4,16,32,7.6,2.1,20.9,0,2018
129,130,Anthony Miller,CHI,24,WR,15,4,54,33,61.10%,423,12.8,7,21,55,7.8,2.2,28.2,1,2018
130,131,Tevin Coleman,ATL,25,RB,16,14,44,32,72.70%,276,8.6,5,15,39,6.3,2.0,17.3,2,2018
131,132,Chris Conley,KAN,26,WR,16,13,52,32,61.50%,334,10.4,5,18,27,6.4,2.0,20.9,2,2018
132,133,Phillip Dorsett,NWE,25,WR,16,2,42,32,76.20%,290,9.1,3,19,20,6.9,2.0,18.1,0,2018
133,134,Will Fuller,HOU,24,WR,7,7,45,32,71.10%,503,15.7,4,22,73,11.2,4.6,71.9,0,2018
134,135,Kerryon Johnson,DET,21,RB,10,7,39,32,82.10%,213,6.7,1,11,24,5.5,3.2,21.3,1,2018
135,136,Bruce Ellington,2TM,27,RB,7,3,42,31,73.80%,224,7.2,1,14,23,5.3,4.4,32.0,1,2018
136,137,Jeff Heuerman,DEN,26,TE,11,10,48,31,64.60%,281,9.1,2,14,36,5.9,2.8,25.5,0,2018
137,138,Cameron Brate,TAM,27,TE,16,2,49,30,61.20%,289,9.6,6,18,21,5.9,1.9,18.1,1,2018
138,139,DaeSean Hamilton,DEN,23,WR,14,5,45,30,66.70%,243,8.1,2,16,24,5.4,2.1,17.4,0,2018
139,140,Jesse James,PIT,24,TE,16,7,39,30,76.90%,423,14.1,2,17,51,10.8,1.9,26.4,0,2018
140,141,Kyle Juszczyk*,SFO,27,RB,16,14,41,30,73.20%,324,10.8,1,15,56,7.9,1.9,20.3,2,2018
141,142,Jamison Crowder,WAS,25,WR,9,7,49,29,59.20%,388,13.4,2,15,79,7.9,3.2,43.1,0,2018
142,143,Josh Reynolds,LAR,23,WR,16,8,53,29,54.70%,402,13.9,5,29,33,7.6,1.8,25.1,0,2018
143,144,Nick Vannett,SEA,25,TE,15,9,43,29,67.40%,269,9.3,3,17,32,6.3,1.9,17.9,1,2018
144,145,Keke Coutee,HOU,21,WR,6,2,41,28,68.30%,287,10.3,1,19,40,7.0,4.7,47.8,0,2018
145,146,Antonio Gates,LAC,38,TE,16,1,45,28,62.20%,333,11.9,2,25,27,7.4,1.8,20.8,1,2018
146,147,Maurice Harris,WAS,26,WR,12,7,47,28,59.60%,304,10.9,0,12,42,6.5,2.3,25.3,1,2018
147,148,Dontrelle Inman,IND,29,WR,9,4,39,28,71.80%,304,10.9,3,23,29,7.8,3.1,33.8,0,2018
148,149,Wendell Smallwood,PHI,24,RB,16,6,35,28,80.00%,230,8.2,2,11,36,6.6,1.8,14.4,2,2018
149,150,Tre'Quan Smith,NOR,22,WR,15,7,44,28,63.60%,427,15.3,5,25,62,9.7,1.9,28.5,0,2018
150,151,Matt Breida,SFO,23,RB,14,13,31,27,87.10%,261,9.7,2,12,26,8.4,1.9,18.6,1,2018
151,152,Robert Foster,BUF,24,WR,13,3,44,27,61.40%,541,20.0,3,20,75,12.3,2.1,41.6,0,2018
152,153,Blake Jarwin,DAL,24,TE,16,4,36,27,75.00%,307,11.4,3,19,39,8.5,1.7,19.2,0,2018
153,154,Greg Olsen,CAR,33,TE,9,9,38,27,71.10%,291,10.8,4,18,23,7.7,3.0,32.3,0,2018
154,155,Zach Pascal,IND,24,WR,16,4,46,27,58.70%,268,9.9,2,15,28,5.8,1.7,16.8,0,2018
155,156,Dante Pettis,SFO,23,WR,12,7,45,27,60.00%,467,17.3,5,19,75,10.4,2.3,38.9,2,2018
156,157,Ito Smith,ATL,23,RB,14,0,32,27,84.40%,152,5.6,0,9,20,4.8,1.9,10.9,1,2018
157,158,Jamaal Williams,GNB,23,RB,16,8,41,27,65.90%,210,7.8,0,11,26,5.1,1.7,13.1,0,2018
158,159,Jack Doyle,IND,28,TE,6,6,33,26,78.80%,245,9.4,2,14,20,7.4,4.3,40.8,1,2018
159,160,Kareem Hunt,KAN,23,RB,11,11,35,26,74.30%,378,14.5,7,16,67,10.8,2.4,34.4,0,2018
160,161,Aaron Jones,GNB,24,RB,12,8,35,26,74.30%,206,7.9,1,12,24,5.9,2.2,17.2,1,2018
161,162,David Moore,SEA,23,WR,16,7,53,26,49.10%,445,17.1,5,19,54,8.4,1.6,27.8,2,2018
162,163,Jaylen Samuels,PIT,22,RB,14,3,29,26,89.70%,199,7.7,3,10,23,6.9,1.9,14.2,1,2018
163,164,Tajae Sharpe,TEN,24,WR,16,13,47,26,55.30%,316,12.2,2,22,28,6.7,1.6,19.8,0,2018
164,165,Geoff Swaim,DAL,25,TE,9,9,32,26,81.30%,242,9.3,1,11,43,7.6,2.9,26.9,0,2018
165,166,Trent Taylor,SFO,24,WR,14,0,41,26,63.40%,215,8.3,1,11,23,5.2,1.9,15.4,1,2018
166,167,Albert Wilson,MIA,26,WR,7,3,35,26,74.30%,391,15.0,4,11,75,11.2,3.7,55.9,0,2018
167,168,Kelvin Benjamin,2TM,27,WR,15,10,67,25,37.30%,380,15.2,1,16,40,5.7,1.7,25.3,0,2018
168,169,Vernon Davis,WAS,34,TE,14,8,36,25,69.40%,367,14.7,2,15,53,10.2,1.8,26.2,0,2018
169,170,Rhett Ellison,NYG,30,TE,14,12,34,25,73.50%,272,10.9,1,13,29,8.0,1.8,19.4,0,2018
170,171,Lamar Miller*,HOU,27,RB,14,14,35,25,71.40%,163,6.5,1,10,16,4.7,1.8,11.6,1,2018
171,172,Ty Montgomery,2TM,25,RB,13,0,40,25,62.50%,235,9.4,0,7,43,5.9,1.9,18.1,2,2018
172,173,Pierre Garcon,SFO,32,WR,8,8,46,24,52.20%,286,11.9,1,14,25,6.2,3.0,35.8,0,2018
173,174,Ryan Griffin,HOU,28,TE,14,11,43,24,55.80%,305,12.7,0,15,47,7.1,1.7,21.8,0,2018
174,175,Tyler Higbee,LAR,25,TE,16,16,34,24,70.60%,292,12.2,2,20,36,8.6,1.5,18.3,1,2018
175,176,Matt LaCosse,DEN,26,TE,15,5,37,24,64.90%,250,10.4,1,11,44,6.8,1.6,16.7,0,2018
176,177,James O'Shaughnessy,JAX,26,TE,14,9,38,24,63.20%,214,8.9,0,10,17,5.6,1.7,15.3,0,2018
177,178,DeVante Parker,MIA,25,WR,11,7,47,24,51.10%,309,12.9,1,14,46,6.6,2.2,28.1,0,2018
178,179,Nick Boyle,BAL,25,TE,16,13,37,23,62.20%,213,9.3,0,10,25,5.8,1.4,13.3,0,2018
179,180,Marquise Goodwin,SFO,28,WR,11,8,43,23,53.50%,395,17.2,4,19,67,9.2,2.1,35.9,1,2018
180,181,Tim Patrick,DEN,25,WR,16,4,41,23,56.10%,315,13.7,1,15,26,7.7,1.4,19.7,2,2018
181,182,Damien Williams,KAN,26,RB,16,3,24,23,95.80%,160,7.0,2,12,32,6.7,1.4,10.0,1,2018
182,183,DeAndre Carter,2TM,25,WR,14,4,25,22,88.00%,216,9.8,0,10,50,8.6,1.6,15.4,5,2018
183,184,Corey Clement,PHI,24,RB,11,0,25,22,88.00%,192,8.7,0,10,23,7.7,2.0,17.5,4,2018
184,185,Jason Croom,BUF,24,TE,15,3,35,22,62.90%,259,11.8,1,10,26,7.4,1.5,17.3,2,2018
185,186,Leonard Fournette,JAX,23,RB,8,8,26,22,84.60%,185,8.4,1,10,31,7.1,2.8,23.1,0,2018
186,187,Mike Gesicki,MIA,23,TE,16,7,32,22,68.80%,202,9.2,0,9,27,6.3,1.4,12.6,1,2018
187,188,Latavius Murray,MIN,28,RB,16,6,26,22,84.60%,141,6.4,0,7,16,5.4,1.4,8.8,0,2018
188,189,Demarcus Robinson,KAN,24,WR,16,5,33,22,66.70%,288,13.1,4,13,89,8.7,1.4,18.0,0,2018
189,190,Charles Clay,BUF,29,TE,13,12,36,21,58.30%,184,8.8,0,11,21,5.1,1.6,14.2,1,2018
190,191,Isaiah Crowell,NYJ,25,RB,13,6,28,21,75.00%,152,7.2,0,7,21,5.4,1.6,11.7,0,2018
191,192,Jakeem Grant,MIA,26,WR,10,2,34,21,61.80%,268,12.8,2,13,52,7.9,2.1,26.8,0,2018
192,193,Mark Ingram,NOR,29,RB,12,6,27,21,77.80%,170,8.1,1,5,28,6.3,1.8,14.2,3,2018
193,194,Cordarrelle Patterson,NWE,27,WR,15,5,28,21,75.00%,247,11.8,3,12,55,8.8,1.4,16.5,1,2018
194,195,John Ross,CIN,24,WR,13,10,58,21,36.20%,210,10.0,7,13,39,3.6,1.6,16.2,0,2018
195,196,Equanimeous St. Brown,GNB,22,WR,12,7,36,21,58.30%,328,15.6,0,13,54,9.1,1.8,27.3,0,2018
196,197,Levine Toilolo,DET,27,TE,16,10,24,21,87.50%,263,12.5,1,15,39,11.0,1.3,16.4,0,2018
197,198,Geronimo Allison,GNB,24,WR,5,4,30,20,66.70%,303,15.2,2,11,64,10.1,4.0,60.6,1,2018
198,199,Peyton Barber,TAM,24,RB,16,16,29,20,69.00%,92,4.6,1,4,10,3.2,1.3,5.8,1,2018
199,200,Alfred Blue,HOU,27,RB,16,2,27,20,74.10%,154,7.7,0,4,28,5.7,1.3,9.6,0,2018
200,201,Chris Carson,SEA,24,RB,14,14,24,20,83.30%,163,8.2,0,7,27,6.8,1.4,11.6,3,2018
201,202,Nick Chubb,CLE,23,RB,16,9,29,20,69.00%,149,7.5,2,5,24,5.1,1.3,9.3,0,2018
202,203,Chase Edmonds,ARI,22,RB,16,0,23,20,87.00%,103,5.2,0,5,13,4.5,1.3,6.4,1,2018
203,204,Alex Erickson,CIN,26,WR,16,6,29,20,69.00%,167,8.4,0,7,28,5.8,1.3,10.4,1,2018
204,205,Jordan Howard,CHI,24,RB,16,15,26,20,76.90%,145,7.3,0,7,18,5.6,1.3,9.1,2,2018
205,206,Allen Hurns,DAL,27,WR,16,7,35,20,57.10%,295,14.8,2,12,49,8.4,1.3,18.4,1,2018
206,207,Jordan Matthews,PHI,26,WR,14,3,28,20,71.40%,300,15.0,2,15,56,10.7,1.4,21.4,0,2018
207,208,Adrian Peterson,WAS,33,RB,16,16,26,20,76.90%,208,10.4,1,9,52,8.0,1.3,13.0,3,2018
208,209,Paul Richardson,WAS,26,WR,7,4,35,20,57.10%,262,13.1,2,12,46,7.5,2.9,37.4,0,2018
209,210,Jonnu Smith,TEN,23,TE,13,12,30,20,66.70%,258,12.9,3,10,61,8.6,1.5,19.8,1,2018
210,211,Jordan Thomas,HOU,22,TE,16,10,27,20,74.10%,215,10.8,4,12,39,8.0,1.3,13.4,0,2018
211,212,Spencer Ware,KAN,27,RB,13,2,23,20,87.00%,224,11.2,0,10,31,9.7,1.5,17.2,0,2018
212,213,Martavis Bryant,OAK,27,WR,8,2,27,19,70.40%,266,14.0,0,10,47,9.9,2.4,33.3,1,2018
213,214,Anthony Firkser,TEN,23,TE,12,0,20,19,95.00%,225,11.8,1,11,28,11.3,1.6,18.8,0,2018
214,215,Virgil Green,LAC,30,TE,16,16,27,19,70.40%,210,11.1,1,11,26,7.8,1.2,13.1,0,2018
215,216,T.J. Jones,DET,26,WR,15,3,26,19,73.10%,190,10.0,2,10,26,7.3,1.3,12.7,0,2018
216,217,Lance Kendricks,GNB,30,TE,16,3,25,19,76.00%,170,8.9,1,9,22,6.8,1.2,10.6,0,2018
217,218,Elijah McGuire,NYJ,24,RB,8,3,31,19,61.30%,193,10.2,1,10,20,6.2,2.4,24.1,2,2018
218,219,Chris Moore,BAL,25,WR,16,0,25,19,76.00%,196,10.3,1,8,30,7.8,1.2,12.3,0,2018
219,220,Trent Sherfield,ARI,22,WR,13,2,28,19,67.90%,210,11.1,1,11,21,7.5,1.5,16.2,0,2018
220,221,Doug Martin,OAK,29,RB,16,9,24,18,75.00%,116,6.4,0,6,23,4.8,1.1,7.3,3,2018
221,222,Isaiah McKenzie,2TM,23,WR,8,1,30,18,60.00%,179,9.9,0,10,23,6.0,2.3,22.4,2,2018
222,223,Jordan Akins,HOU,26,TE,16,6,25,17,68.00%,225,13.2,0,12,28,9.0,1.1,14.1,0,2018
223,224,Trenton Cannon,NYJ,24,RB,16,0,25,17,68.00%,144,8.5,0,4,35,5.8,1.1,9.0,0,2018
224,225,Ted Ginn,NOR,33,WR,5,3,30,17,56.70%,209,12.3,2,14,42,7.0,3.4,41.8,1,2018
225,226,Marlon Mack,IND,22,RB,12,10,26,17,65.40%,103,6.1,1,3,29,4.0,1.4,8.6,2,2018
226,227,Aldrick Robinson,MIN,30,WR,14,0,35,17,48.60%,231,13.6,5,12,40,6.6,1.2,16.5,0,2018
227,228,Torrey Smith,CAR,29,WR,11,6,31,17,54.80%,190,11.2,2,12,35,6.1,1.5,17.3,0,2018
228,229,Deonte Thompson,2TM,29,WR,13,6,30,17,56.70%,161,9.5,0,10,15,5.4,1.3,12.4,0,2018
229,230,Chad Williams,ARI,24,WR,10,7,46,17,37.00%,171,10.1,1,9,22,3.7,1.7,17.1,0,2018
230,231,Kapri Bibbs,2TM,25,RB,12,0,23,16,69.60%,115,7.2,1,4,23,5.0,1.3,9.6,1,2018
231,232,Bennie Fowler,NYG,27,WR,10,5,27,16,59.30%,199,12.4,1,11,26,7.4,1.6,19.9,1,2018
232,233,Josh Hill,NOR,28,TE,16,11,24,16,66.70%,185,11.6,1,13,23,7.7,1.0,11.6,0,2018
233,234,Breshad Perriman,CLE,25,WR,10,2,25,16,64.00%,340,21.3,2,13,66,13.6,1.6,34.0,0,2018
234,235,Terrelle Pryor,2TM,29,WR,8,1,30,16,53.30%,252,15.8,2,11,44,8.4,2.0,31.5,0,2018
235,236,James Washington,PIT,22,WR,14,6,38,16,42.10%,217,13.6,1,11,47,5.7,1.1,15.5,0,2018
236,237,Jordan Wilkins,IND,24,RB,16,3,17,16,94.10%,85,5.3,0,2,17,5.0,1.0,5.3,2,2018
237,238,Maxx Williams,BAL,24,TE,13,6,17,16,94.10%,143,8.9,1,7,25,8.4,1.2,11.0,0,2018
238,239,Marcell Ateman,OAK,24,WR,7,6,31,15,48.40%,154,10.3,1,7,32,5.0,2.1,22.0,0,2018
239,240,Alex Collins,BAL,24,RB,10,10,21,15,71.40%,105,7.0,1,6,24,5.0,1.5,10.5,3,2018
240,241,Tyler Eifert,CIN,28,TE,4,2,19,15,78.90%,179,11.9,1,10,29,9.4,3.8,44.8,0,2018
241,242,Derrick Henry,TEN,24,RB,16,12,18,15,83.30%,99,6.6,0,4,21,5.5,0.9,6.2,1,2018
242,243,Justin Jackson,LAC,23,RB,13,1,19,15,78.90%,135,9.0,0,6,19,7.1,1.2,10.4,0,2018
243,244,Marshawn Lynch,OAK,32,RB,6,6,20,15,75.00%,84,5.6,0,6,17,4.2,2.5,14.0,0,2018
244,245,Darren Sproles,PHI,35,RB,6,2,23,15,65.20%,160,10.7,2,8,37,7.0,2.5,26.7,0,2018
245,246,Luke Stocker,TEN,30,TE,16,11,21,15,71.40%,165,11.0,2,10,31,7.9,0.9,10.3,0,2018
246,247,Josh Bellamy,CHI,29,WR,16,2,25,14,56.00%,117,8.4,1,9,20,4.7,0.9,7.3,0,2018
247,248,Jaron Brown,SEA,28,WR,16,2,19,14,73.70%,166,11.9,5,9,45,8.7,0.9,10.4,0,2018
248,249,Rex Burkhead,NWE,28,RB,8,4,20,14,70.00%,131,9.4,1,5,25,6.6,1.8,16.4,2,2018
249,250,DJ Chark,JAX,22,WR,11,0,32,14,43.80%,174,12.4,0,6,38,5.4,1.3,15.8,1,2018
250,251,Royce Freeman,DEN,22,RB,14,8,20,14,70.00%,72,5.1,0,2,9,3.6,1.0,5.1,1,2018
251,252,Wayne Gallman,NYG,24,RB,15,2,22,14,63.60%,89,6.4,0,5,21,4.0,0.9,5.9,2,2018
252,253,Justin Hardy,ATL,27,WR,16,0,22,14,63.60%,133,9.5,2,8,19,6.0,0.9,8.3,1,2018
253,254,Jordan Leggett,NYJ,23,TE,15,4,24,14,58.30%,114,8.1,1,6,16,4.8,0.9,7.6,0,2018
254,255,Cody Core,CIN,24,WR,14,3,28,13,46.40%,160,12.3,1,7,30,5.7,0.9,11.4,0,2018
255,256,Andre Holmes,2TM,30,WR,15,3,24,13,54.20%,162,12.5,0,8,24,6.8,0.9,10.8,0,2018
256,257,Hayden Hurst,BAL,25,TE,12,0,23,13,56.50%,163,12.5,1,8,32,7.1,1.1,13.6,0,2018
257,258,Chris Ivory,BUF,30,RB,13,1,21,13,61.90%,205,15.8,0,7,55,9.8,1.0,15.8,1,2018
258,259,Keith Kirkwood,NOR,25,WR,8,1,21,13,61.90%,209,16.1,2,11,42,10.0,1.6,26.1,0,2018
259,260,Damion Ratley,CLE,23,WR,13,3,20,13,65.00%,144,11.1,0,5,27,7.2,1.0,11.1,0,2018
260,261,Luke Willson,DET,28,TE,14,8,19,13,68.40%,87,6.7,0,5,13,4.6,0.9,6.2,0,2018
261,262,Dan Arnold,NOR,23,TE,10,1,19,12,63.20%,150,12.5,1,9,25,7.9,1.2,15.0,1,2018
262,263,Travis Benjamin,LAC,29,WR,12,3,24,12,50.00%,186,15.5,1,9,46,7.8,1.0,15.5,0,2018
263,264,James Develin,NWE,30,RB,16,8,17,12,70.60%,61,5.1,0,4,11,3.6,0.8,3.8,0,2018
264,265,Ed Dickson,SEA,31,TE,10,1,13,12,92.30%,143,11.9,3,7,42,11.0,1.2,14.3,0,2018
265,266,Frank Gore,MIA,35,RB,14,14,16,12,75.00%,124,10.3,1,8,24,7.8,0.9,8.9,1,2018
266,267,Demetrius Harris,KAN,27,TE,15,3,25,12,48.00%,164,13.7,3,9,35,6.6,0.8,10.9,0,2018
267,268,Brandon LaFell,OAK,32,WR,6,5,16,12,75.00%,135,11.3,2,9,24,8.4,2.0,22.5,0,2018
268,269,Eli Rogers,PIT,26,WR,3,3,14,12,85.70%,79,6.6,0,5,17,5.6,4.0,26.3,1,2018
269,270,Dalton Schultz,DAL,22,TE,11,7,17,12,70.60%,116,9.7,0,7,17,6.8,1.1,10.5,0,2018
270,271,Logan Thomas,BUF,27,TE,12,3,17,12,70.60%,77,6.4,0,3,24,4.5,1.0,6.4,0,2018
271,272,Jeff Wilson,SFO,23,RB,6,2,15,12,80.00%,98,8.2,0,5,24,6.5,2.0,16.3,3,2018
272,273,Darren Fells,CLE,32,TE,16,11,12,11,91.70%,117,10.6,3,6,49,9.8,0.7,7.3,0,2018
273,274,C.J. Ham,MIN,25,RB,15,2,15,11,73.30%,85,7.7,0,4,17,5.7,0.7,5.7,0,2018
274,275,Darius Jennings,TEN,26,WR,16,0,15,11,73.30%,101,9.2,0,2,36,6.7,0.7,6.3,0,2018
275,276,Andy Jones,DET,24,WR,8,3,24,11,45.80%,80,7.3,1,6,15,3.3,1.4,10.0,0,2018
276,277,Cody Latimer,NYG,26,WR,6,2,16,11,68.80%,190,17.3,1,6,39,11.9,1.8,31.7,0,2018
277,278,Brandon Marshall,SEA,34,WR,7,2,23,11,47.80%,136,12.4,1,7,27,5.9,1.6,19.4,0,2018
278,279,Marcus Murphy,BUF,27,RB,11,1,19,11,57.90%,26,2.4,0,2,8,1.4,1.0,2.4,1,2018
279,280,Bilal Powell,NYJ,30,RB,7,7,18,11,61.10%,110,10.0,1,3,28,6.1,1.6,15.7,2,2018
280,281,Brandon Powell,DET,22,WR,6,1,17,11,64.70%,129,11.7,0,6,41,7.6,1.8,21.5,0,2018
281,282,Austin Seferian-Jenkins,JAX,26,TE,5,5,19,11,57.90%,90,8.2,1,6,21,4.7,2.2,18.0,0,2018
282,283,LeGarrette Blount,DET,32,RB,16,8,15,10,66.70%,67,6.7,0,4,23,4.5,0.6,4.2,2,2018
283,284,Deontay Burnett,NYJ,21,WR,5,1,15,10,66.70%,143,14.3,0,7,29,9.5,2.0,28.6,0,2018
284,285,Michael Floyd,WAS,29,WR,13,3,24,10,41.70%,100,10.0,1,5,20,4.2,0.8,7.7,0,2018
285,286,Marvin Hall,ATL,25,WR,16,0,19,10,52.60%,149,14.9,1,5,47,7.8,0.6,9.3,0,2018
286,287,Carlos Hyde,2TM,28,RB,14,7,16,10,62.50%,33,3.3,0,0,9,2.1,0.7,2.4,2,2018
287,288,Niles Paul,JAX,29,TE,6,1,13,10,76.90%,98,9.8,0,5,22,7.5,1.7,16.3,0,2018
288,289,Andre Roberts*+,NYJ,30,WR,16,1,17,10,58.80%,79,7.9,1,4,20,4.6,0.6,4.9,3,2018
289,290,Russell Shepard,NYG,28,WR,12,0,19,10,52.60%,188,18.8,2,7,49,9.9,0.8,15.7,0,2018
290,291,Lee Smith,OAK,31,TE,16,4,11,10,90.90%,73,7.3,3,5,30,6.6,0.6,4.6,0,2018
291,292,Kalen Ballage,MIA,23,RB,12,0,11,9,81.80%,56,6.2,0,2,31,5.1,0.8,4.7,1,2018
292,293,Austin Carr,NOR,25,WR,14,2,14,9,64.30%,97,10.8,2,5,25,6.9,0.6,6.9,0,2018
293,294,Corey Grant,JAX,27,RB,5,1,12,9,75.00%,67,7.4,0,5,16,5.6,1.8,13.4,0,2018
294,295,Jermaine Gresham,ARI,30,TE,13,11,12,9,75.00%,94,10.4,0,6,26,7.8,0.7,7.2,1,2018
295,296,Dontrell Hilliard,CLE,23,RB,11,0,10,9,90.00%,105,11.7,0,4,24,10.5,0.8,9.5,0,2018
296,297,Richie James,SFO,23,WR,13,2,14,9,64.30%,130,14.4,1,4,53,9.3,0.7,10.0,2,2018
297,298,Cameron Meredith,NOR,26,WR,6,1,10,9,90.00%,114,12.7,1,4,46,11.4,1.5,19.0,1,2018
298,299,Logan Paulsen,ATL,31,TE,15,10,9,9,100.00%,91,10.1,1,6,19,10.1,0.6,6.1,0,2018
0,1,Michael Thomas*+,NOR,26,WR,16,15,185,149,80.50%,1725,11.6,9,91,49,9.3,9.3,107.8,1,2019
1,2,Christian McCaffrey*+,CAR,23,RB,16,16,142,116,81.70%,1005,8.7,4,58,28,7.1,7.3,62.8,1,2019
2,3,Keenan Allen*,LAC,27,WR,16,16,149,104,69.80%,1199,11.5,6,63,45,8.0,6.5,74.9,0,2019
3,4,DeAndre Hopkins*+,HOU,27,WR,15,15,150,104,69.30%,1165,11.2,7,68,43,7.8,6.9,77.7,0,2019
4,5,Julian Edelman,NWE,33,WR,16,13,153,100,65.40%,1117,11.2,6,54,44,7.3,6.3,69.8,3,2019
5,6,Julio Jones*,ATL,30,WR,15,15,157,99,63.10%,1394,14.1,6,77,54,8.9,6.6,92.9,1,2019
6,7,Allen Robinson,CHI,26,WR,16,15,154,98,63.60%,1147,11.7,7,63,49,7.4,6.1,71.7,0,2019
7,8,Travis Kelce*,KAN,30,TE,16,16,136,97,71.30%,1229,12.7,5,65,47,9.0,6.1,76.8,1,2019
8,9,Cooper Kupp,LAR,26,WR,16,14,134,94,70.10%,1161,12.4,10,51,66,8.7,5.9,72.6,3,2019
9,10,Austin Ekeler,LAC,24,RB,16,8,108,92,85.20%,993,10.8,8,42,84,9.2,5.8,62.1,3,2019
10,11,Tyler Boyd,CIN,25,WR,16,15,148,90,60.80%,1046,11.6,5,51,47,7.1,5.6,65.4,2,2019
11,12,Darren Waller,OAK,27,TE,16,16,117,90,76.90%,1145,12.7,3,53,75,9.8,5.6,71.6,1,2019
12,13,Robert Woods,LAR,27,WR,15,15,139,90,64.70%,1134,12.6,2,54,48,8.2,6.0,75.6,0,2019
13,14,Zach Ertz*,PHI,29,TE,15,15,135,88,65.20%,916,10.4,6,50,30,6.8,5.9,61.1,1,2019
14,15,D.J. Moore,CAR,22,WR,15,15,135,87,64.40%,1175,13.5,4,63,52,8.7,5.8,78.3,2,2019
15,16,Chris Godwin*,TAM,23,WR,14,14,121,86,71.10%,1333,15.5,9,63,71,11.0,6.1,95.2,0,2019
16,17,George Kittle*+,SFO,26,TE,14,14,107,85,79.40%,1053,12.4,5,53,61,9.8,6.1,75.2,1,2019
17,18,Davante Adams*,GNB,27,WR,12,12,127,83,65.40%,997,12.0,5,54,58,7.9,6.9,83.1,2,2019
18,19,Jarvis Landry*,CLE,27,WR,16,16,138,83,60.10%,1174,14.1,6,55,65,8.5,5.2,73.4,0,2019
19,20,Tyler Lockett,SEA,27,WR,16,16,110,82,74.50%,1057,12.9,8,53,44,9.6,5.1,66.1,1,2019
20,21,Alvin Kamara*,NOR,24,RB,14,9,97,81,83.50%,533,6.6,1,28,41,5.5,5.8,38.1,4,2019
21,22,Tarik Cohen,CHI,24,RB,16,11,104,79,76.00%,456,5.8,3,18,31,4.4,4.9,28.5,3,2019
22,23,Amari Cooper*,DAL,25,WR,16,16,119,79,66.40%,1189,15.1,8,54,53,10.0,4.9,74.3,0,2019
23,24,Jamison Crowder,NYJ,26,WR,16,12,122,78,63.90%,833,10.7,6,41,41,6.8,4.9,52.1,0,2019
24,25,Leonard Fournette,JAX,24,RB,15,15,100,76,76.00%,522,6.9,0,23,27,5.2,5.1,34.8,1,2019
25,26,Larry Fitzgerald,ARI,36,WR,16,16,109,75,68.80%,804,10.7,4,40,54,7.4,4.7,50.3,1,2019
26,27,Austin Hooper*,ATL,25,TE,13,10,97,75,77.30%,787,10.5,6,41,35,8.1,5.8,60.5,0,2019
27,28,Odell Beckham,CLE,27,WR,16,15,133,74,55.60%,1035,14.0,4,44,89,7.8,4.6,64.7,1,2019
28,29,DJ Chark*,JAX,23,WR,15,14,118,73,61.90%,1008,13.8,8,42,69,8.5,4.9,67.2,0,2019
